;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
8540,#CSO2_ITEM_NAME_special_decomposer,#CSO2_ITEM_DESC_special_decomposer,recipeblack,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8541,#CSO2_ITEM_NAME_carrie01_piece,#CSO2_ITEM_DESC_carrie01_piece,carrie01_piece,default,item,item,item,0,0,0,0,3,1,0,0,0,0,REFUNDPOINT(50000),none,0,0,,,,0
8542,#CSO2_ITEM_NAME_viper01_piece,#CSO2_ITEM_DESC_viper01_piece,viper01_piece,default,item,item,item,0,0,0,0,3,1,0,0,0,0,REFUNDPOINT(50000),none,0,0,,,,0
8543,#CSO2_ITEM_NAME_m99railgun_box,#CSO2_ITEM_DESC_m99railgun_box,m99railgun_box,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8544,#CSO2_ITEM_NAME_harpoon_piece,#CSO2_ITEM_DESC_harpoon_piece,harpoon_piece,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8545,#CSO2_ITEM_NAME_luckybag04_piece,#CSO2_ITEM_DESC_luckybag04_piece,random_box_07_hongbao,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8546,#CSO2_ITEM_NAME_oberon_parasite,#CSO2_ITEM_DESC_oberon_parasite,oberon_parasite,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8547,#CSO2_ITEM_NAME_oberon_claw,#CSO2_ITEM_DESC_oberon_claw,oberon_claw,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8548,#CSO2_ITEM_NAME_oberon_tail,#CSO2_ITEM_DESC_oberon_tail,oberon_tail,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8549,#CSO2_ITEM_NAME_oberon_skull,#CSO2_ITEM_DESC_oberon_skull,oberon_skull,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8550,#CSO2_ITEM_NAME_TWB_PIECE17_01,#CSO2_ITEM_DESC_TWB_PIECE17_01,TWB_PIECE17_01,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8551,#CSO2_ITEM_NAME_TWB_PIECE17_02,#CSO2_ITEM_DESC_TWB_PIECE17_02,TWB_PIECE17_02,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8552,#CSO2_ITEM_NAME_TWB_PIECE17_03,#CSO2_ITEM_DESC_TWB_PIECE17_03,TWB_PIECE17_03,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8553,#CSO2_ITEM_NAME_TWB_PIECE17_04,#CSO2_ITEM_DESC_TWB_PIECE17_04,TWB_PIECE17_04,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8554,#CSO2_ITEM_NAME_tomahawkb_piece,#CSO2_ITEM_DESC_tomahawkb_piece,tomahawkb_piece,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8555,#CSO2_ITEM_NAME_blueprint_tomahawk,#CSO2_ITEM_DESC_blueprint_tomahawk,blueprint_tomahawk,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8556,#CSO2_ITEM_NAME_dione_parasite,#CSO2_ITEM_DESC_dione_parasite,dione_parasite,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8557,#CSO2_ITEM_NAME_dione_claw,#CSO2_ITEM_DESC_dione_claw,dione_claw,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8558,#CSO2_ITEM_NAME_dione_tail,#CSO2_ITEM_DESC_dione_tail,dione_tail,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8559,#CSO2_ITEM_NAME_dione_skull,#CSO2_ITEM_DESC_dione_skull,dione_skull,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8560,#CSO2_ITEM_NAME_HIDDENBAG_CHN_01,#CSO2_ITEM_DESC_HIDDENBAG_CHN_01,hiddenbag_chn,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8561,#CSO2_ITEM_NAME_HIDDENBAG_CHN_02,#CSO2_ITEM_DESC_HIDDENBAG_CHN_02,hiddenbag_chn,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
8562,#CSO2_ITEM_NAME_HIDDENBAG_CHN_03,#CSO2_ITEM_DESC_HIDDENBAG_CHN_03,hiddenbag_chn,default,item,item,item,0,0,0,0,3,1,0,0,0,0,none,none,0,0,,,,0
9000,#CSO2_ITEM_NAME_PROFILEFRAME_00,#CSO2_ITEM_DESC_PROFILEFRAME_00,skin_miniprofile_2016_0,default,profileframe,item,item,-1,0,0,0,3,0,0,0,0,0,1,none,0,0,,,,0
9001,#CSO2_ITEM_NAME_PROFILEFRAME_01,#CSO2_ITEM_DESC_PROFILEFRAME_01,skin_miniprofile_2016_1,default,profileframe,item,item,-1,0,0,0,3,0,0,0,0,0,2,none,0,0,,,,0
9002,#CSO2_ITEM_NAME_PROFILEFRAME_02,#CSO2_ITEM_DESC_PROFILEFRAME_02,skin_miniprofile_2016_2,default,profileframe,item,item,-1,0,0,0,3,0,0,0,0,0,3,none,0,0,,,,0
9003,#CSO2_ITEM_NAME_PROFILEFRAME_03,#CSO2_ITEM_DESC_PROFILEFRAME_03,skin_miniprofile_2016_3,default,profileframe,item,item,-1,0,0,0,3,0,0,0,0,0,4,none,0,0,,,,0
10001,#CSO2_ITEM_NAME_WELDMASK,#CSO2_ITEM_DESC_WELDMASK,head_weldmask,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10002,#CSO2_ITEM_NAME_CBT_HEAD,#CSO2_ITEM_DESC_CBT_HEAD,head_cargo,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10003,#CSO2_ITEM_NAME_CHICKENHEAD,#CSO2_ITEM_DESC_CHICKENHEAD,head_chicken,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10004,#CSO2_ITEM_NAME_FLOWER,#CSO2_ITEM_DESC_FLOWER,head_flower,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10005,#CSO2_ITEM_NAME_HELMET,#CSO2_ITEM_DESC_HELMET,head_helmet01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10006,#CSO2_ITEM_NAME_KOALA,#CSO2_ITEM_DESC_KOALA,head_koala,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10007,#CSO2_ITEM_NAME_XMAS01_HEAD,#CSO2_ITEM_DESC_XMAS01,head_xmas01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10008,#CSO2_ITEM_NAME_GSTAR_HEAD,#CSO2_ITEM_DESC_GSTAR_HEAD,head_gstar,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10009,#CSO2_ITEM_NAME_TWHAT,#CSO2_ITEM_DESC_TWHAT,head_twhat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10010,#CSO2_ITEM_NAME_TWINDIAN,#CSO2_ITEM_DESC_TWINDIAN,head_twindian,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10011,#CSO2_ITEM_NAME_TWSATGAT,#CSO2_ITEM_DESC_TWSATGAT,head_twsatgat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10012,#CSO2_ITEM_NAME_ANGELRING,#CSO2_ITEM_DESC_ANGELRING,head_angelring,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10013,#CSO2_ITEM_NAME_CHINA01,#CSO2_ITEM_DESC_CHINA01,head_china01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10014,#CSO2_ITEM_NAME_HEADCRAB,#CSO2_ITEM_DESC_HEADCRAB,head_headcrab,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10015,#CSO2_ITEM_NAME_LVUP02,#CSO2_ITEM_DESC_LVUP02,head_lvup_02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10016,#CSO2_ITEM_NAME_LVUP01,#CSO2_ITEM_DESC_LVUP01,head_lvup_01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10017,#CSO2_ITEM_NAME_LVUP03,#CSO2_ITEM_DESC_LVUP03,head_lvup_03,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10018,#CSO2_ITEM_NAME_NEWYEARHEAD,#CSO2_ITEM_DESC_NEWYEARHEAD,head_newyear,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10019,#CSO2_ITEM_NAME_OBTHEAD,#CSO2_ITEM_DESC_OBTHEAD,head_obt,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10020,#CSO2_ITEM_NAME_PIGHEAD,#CSO2_ITEM_DESC_PIGHEAD,head_pighead,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10021,#CSO2_ITEM_NAME_RUDOLPH,#CSO2_ITEM_DESC_RUDOLPH,head_rudolph,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10022,#CSO2_ITEM_NAME_SNAKEYEAR,#CSO2_ITEM_DESC_SNAKEYEAR,head_snakeyear,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10023,#CSO2_ITEM_NAME_LVUP04,#CSO2_ITEM_DESC_LVUP04,head_lvup_04,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10024,#CSO2_ITEM_NAME_LVUP05,#CSO2_ITEM_DESC_LVUP05,head_lvup_05,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10025,#CSO2_ITEM_NAME_LVUP06,#CSO2_ITEM_DESC_LVUP06,head_lvup_06,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10026,#CSO2_ITEM_NAME_LVUP07,#CSO2_ITEM_DESC_LVUP07,head_lvup_07,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10027,#CSO2_ITEM_NAME_LVUP08,#CSO2_ITEM_DESC_LVUP08,head_lvup_08,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10028,#CSO2_ITEM_NAME_LVUP09,#CSO2_ITEM_DESC_LVUP09,head_lvup_09,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10029,#CSO2_ITEM_NAME_head_chuseok01,#CSO2_ITEM_DESC_head_chuseok01,head_chuseok01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10030,#CSO2_ITEM_NAME_head_millet01,#CSO2_ITEM_DESC_head_millet01,head_millet01,default,item,class,head,6,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
10031,#CSO2_ITEM_NAME_head_sunung,#CSO2_ITEM_DESC_head_sunung,head_sunung,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10032,#CSO2_ITEM_NAME_head_stopit,#CSO2_ITEM_DESC_head_stopit,head_stopit,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10033,#CSO2_ITEM_NAME_head_foxhead,#CSO2_ITEM_DESC_head_foxhead,head_foxhead,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10034,#CSO2_ITEM_NAME_head_snl_kor,#CSO2_ITEM_DESC_head_snl_kor,head_snl_kor,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10035,#CSO2_ITEM_NAME_head_snl_jap,#CSO2_ITEM_DESC_head_snl_jap,head_snl_jap,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10036,#CSO2_ITEM_NAME_head_chieftain_helmat,#CSO2_ITEM_DESC_head_chieftain_helmat,head_chieftain_helmat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10037,#CSO2_ITEM_NAME_head_horseyear,#CSO2_ITEM_DESC_head_horseyear,head_horseyear,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10038,#CSO2_ITEM_NAME_head_schoolhat,#CSO2_ITEM_DESC_head_schoolhat,head_schoolhat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10039,#CSO2_ITEM_NAME_head_Taegeukgi,#CSO2_ITEM_DESC_head_Taegeukgi,head_Taegeukgi,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10040,#CSO2_ITEM_NAME_head_snl_mask,#CSO2_ITEM_DESC_head_snl_mask,head_snl_mask,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10041,#CSO2_ITEM_NAME_head_snl_qing,#CSO2_ITEM_DESC_head_snl_qing,head_snl_qing,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10042,#CSO2_ITEM_NAME_head_soccer,#CSO2_ITEM_DESC_head_soccer,head_soccer,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10043,#CSO2_ITEM_NAME_head_newbie,#CSO2_ITEM_DESC_head_newbie,head_newbie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10044,#CSO2_ITEM_NAME_head_pumpkin,#CSO2_ITEM_DESC_head_pumpkin,head_pumpkin,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,Halloween.Attachment.Pumpkin,,,0
10045,#CSO2_ITEM_NAME_HEAD_gstar2014,#CSO2_ITEM_DESC_HEAD_gstar2014,head_gstar2014,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10046,#CSO2_ITEM_NAME_HEAD_1year,#CSO2_ITEM_DESC_HEAD_1year,head_1year,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10047,#CSO2_ITEM_NAME_HEAD_sunglasshat,#CSO2_ITEM_DESC_HEAD_sunglasshat,head_sunglasshat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10048,#CSO2_ITEM_NAME_HEAD_boardhelemt,#CSO2_ITEM_DESC_HEAD_boardhelemt,head_boardhelemt,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10049,#CSO2_ITEM_NAME_HEAD_mask_01,#CSO2_ITEM_DESC_HEAD_mask_01,head_mask02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10050,#CSO2_ITEM_NAME_HEAD_mask_02,#CSO2_ITEM_DESC_HEAD_mask_02,head_mask01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10051,#CSO2_ITEM_NAME_HEAD_koalaani,#CSO2_ITEM_DESC_HEAD_koalaani,head_koalaani,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10052,#CSO2_ITEM_NAME_HEAD_2015sheep,#CSO2_ITEM_DESC_HEAD_2015sheep,head_2015sheep,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,2015.Attachment.BlueSheep,,,0
10053,#CSO2_ITEM_NAME_HEAD_cake,#CSO2_ITEM_DESC_HEAD_cake,head_cake,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10054,#CSO2_ITEM_NAME_HEAD_BASEBALL,#CSO2_ITEM_DESC_HEAD_BASEBALL,head_baseball,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10055,#CSO2_ITEM_NAME_HEAD_MAXHELMET,#CSO2_ITEM_DESC_HEAD_MAXHELMET,head_maxhelmet,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,3,5,,,Z_EXPUP(3) | Z_POINTUP(5),0
10056,#CSO2_ITEM_NAME_HEAD_POLICECAP,#CSO2_ITEM_DESC_HEAD_POLICECAP,head_policecap,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10057,#CSO2_ITEM_NAME_HEAD_BENNY,#CSO2_ITEM_DESC_HEAD_BENNY,head_benny,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10058,#CSO2_ITEM_NAME_HEAD_vipfedora,#CSO2_ITEM_DESC_HEAD_vipfedora,head_vipfedora,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10059,#CSO2_ITEM_NAME_HEAD_diyhelmet,#CSO2_ITEM_DESC_HEAD_diyhelmet,head_diyhelmet,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10060,#CSO2_ITEM_NAME_HEAD_chnact,#CSO2_ITEM_DESC_HEAD_chnact,head_chnact,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10061,#CSO2_ITEM_NAME_HEAD_gstar2015,#CSO2_ITEM_DESC_HEAD_gstar2015,head_gstar2015,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10062,#CSO2_ITEM_NAME_head_witchhat,#CSO2_ITEM_DESC_head_witchhat,head_witchhat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10063,#CSO2_ITEM_NAME_head_spartan,#CSO2_ITEM_DESC_head_spartan,head_spartan,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10064,#CSO2_ITEM_NAME_head_realchicken,#CSO2_ITEM_DESC_head_head_realchicken,head_realchicken,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10065,#CSO2_ITEM_NAME_head_horsestatue,#CSO2_ITEM_DESC_head_horsestatue,head_horsestatue,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10066,#CSO2_ITEM_NAME_head_2016monkey,#CSO2_ITEM_DESC_head_2016monkey,head_2016monkey,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,6,6,2016.Attachment.RedMonkey,,POINTUP(6) | EXPUP(6),0
10067,#CSO2_ITEM_NAME_head_support2nd,#CSO2_ITEM_DESC_head_support2nd,head_support2nd,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10068,#CSO2_ITEM_NAME_head_zchelmet,#CSO2_ITEM_DESC_head_zchelmet,head_zchelmet,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,3,5,,,Z_EXPUP(3) | Z_POINTUP(5),0
10069,#CSO2_ITEM_NAME_head_frog,#CSO2_ITEM_DESC_head_frog,head_frog,default,item,class,head,6,0,3|37|36|48|7|50|40|41|43|8|38|47|51,0,0,0,5,0,0,0,none,headItem,4,4,,,,0
10070,#CSO2_ITEM_NAME_head_2016spring,#CSO2_ITEM_DESC_head_2016spring,head_2016spring,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10071,#CSO2_ITEM_NAME_head_head_chn1year,#CSO2_ITEM_DESC_head_head_chn1year,head_chn1year,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10072,#CSO2_ITEM_NAME_head_head_rokahat,#CSO2_ITEM_DESC_head_head_rokahat,head_rokahat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,LIFE_ITEM_REWARD,0
10073,#CSO2_ITEM_NAME_head_panda,#CSO2_ITEM_DESC_head_panda,head_panda,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10074,#CSO2_ITEM_NAME_head_nursehat,#CSO2_ITEM_DESC_head_nursehat,head_nursehat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10075,#CSO2_ITEM_NAME_head_hidecam,#CSO2_ITEM_DESC_head_hidecam,head_hidecam ,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,3,3,,,POINTUP(3) | EXPUP(3),0
10076,#CSO2_ITEM_NAME_head_stophackkr,#CSO2_ITEM_DESC_head_stophackkr,head_stophackkr,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10077,#CSO2_ITEM_NAME_head_watermelon,#CSO2_ITEM_DESC_head_watermelon,head_watermelon,default,item,class,head,6,0,50,0,0,0,5,0,0,0,none,headItem,30,0,,,EXPUP(30),0
10078,#CSO2_ITEM_NAME_head_bicorne,#CSO2_ITEM_DESC_head_bicorne,head_bicorne,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10079,#CSO2_ITEM_NAME_head_magpie,#CSO2_ITEM_DESC_head_magpie,head_magpie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10080,#CSO2_ITEM_NAME_head_tammy01,#CSO2_ITEM_DESC_head_tammy01,head_tammy01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1036) | daylimit(3) | conditioncnt(3) | rewardid(9504) },0
10081,#CSO2_ITEM_NAME_head_mari01,#CSO2_ITEM_DESC_head_mari01,head_mari01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1035) | daylimit(3) | conditioncnt(3) | rewardid(9501) },0
10082,#CSO2_ITEM_NAME_head_maxzombie,#CSO2_ITEM_DESC_head_maxzombie,head_maxzombie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,ZZ_TRANSFORM_MAX_ZOMBIE,0
10083,#CSO2_ITEM_NAME_head_lightzombie,#CSO2_ITEM_DESC_head_lightzombie,head_lightzombie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,ZZ_TRANSFORM_LIGHT_ZOMBIE,0
10084,#CSO2_ITEM_NAME_head_kwanwoo,#CSO2_ITEM_DESC_head_kwanwoo,head_kwanwoo,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10085,#CSO2_ITEM_NAME_head_zombie_gold,#CSO2_ITEM_DESC_head_zombie_gold,head_zombie_gold,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,15,10,,,Z_EXPUP(15) | Z_POINTUP(10),0
10086,#CSO2_ITEM_NAME_head_zombie_silver,#CSO2_ITEM_DESC_head_zombie_silver,head_zombie_silver,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,10,7,,,Z_EXPUP(10) | Z_POINTUP(7),0
10087,#CSO2_ITEM_NAME_head_miu,#CSO2_ITEM_DESC_head_miu,head_catband,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1037) | daylimit(3) | conditioncnt(6) | rewardid(9507) },0
10088,#CSO2_ITEM_NAME_head_athena,#CSO2_ITEM_DESC_head_athena,head_athenamask,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1038) | daylimit(3) | conditioncnt(6) | rewardid(9508) },0
10089,#CSO2_ITEM_NAME_head_zombie,#CSO2_ITEM_DESC_head_zombie,head_zombie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10090,#CSO2_ITEM_NAME_head_cowboy,#CSO2_ITEM_DESC_head_cowboy,head_cowboy,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10091,#CSO2_ITEM_NAME_head_1111,#CSO2_ITEM_DESC_head_1111,head_1111,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10092,#CSO2_ITEM_NAME_head_1111_silver,#CSO2_ITEM_DESC_head_1111_silver,head_1111_silver,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10093,#CSO2_ITEM_NAME_head_1111_gold,#CSO2_ITEM_DESC_head_1111_gold,head_1111_gold,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10094,#CSO2_ITEM_NAME_head_gstar2016,#CSO2_ITEM_DESC_head_gstar2016,head_gstar2016,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10095,#CSO2_ITEM_NAME_HEAD_cake_gamania,#CSO2_ITEM_DESC_HEAD_cake_gamania,head_cake,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10096,#CSO2_ITEM_NAME_HEAD_mila03xmas,#CSO2_ITEM_DESC_HEAD_mila03xmas,head_mila03xmas,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,10,,,POINTUP(10),0
10097,#CSO2_ITEM_NAME_HEAD_lisa03xmas,#CSO2_ITEM_DESC_HEAD_lisa03xmas,head_lisa03xmas,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,10,0,,,EXPUP(10),0
10098,#CSO2_ITEM_NAME_HEAD_space,#CSO2_ITEM_DESC_HEAD_space,head_space,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10099,#CSO2_ITEM_NAME_HEAD_party,#CSO2_ITEM_DESC_HEAD_party,head_party,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10100,#CSO2_ITEM_NAME_head_2017chicken,#CSO2_ITEM_DESC_head_2017chicken,head_2017chicken,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,8,,,POINTUP(8),0
10101,#CSO2_ITEM_NAME_HEAD_choco,#CSO2_ITEM_DESC_HEAD_choco,head_choco,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10102,#CSO2_ITEM_NAME_HEAD_KOR31,#CSO2_ITEM_DESC_HEAD_KOR31,head_KOR31,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10103,#CSO2_ITEM_NAME_head_fools01,#CSO2_ITEM_DESC_head_fools01,head_fools01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10104,#CSO2_ITEM_NAME_head_bluephoenix ,#CSO2_ITEM_DESC_head_bluephoenix ,head_bluephoenix,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10105,#CSO2_ITEM_NAME_head_miner,#CSO2_ITEM_DESC_head_miner,head_miner,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10106,#CSO2_ITEM_NAME_head_key01,#CSO2_ITEM_DESC_head_key01,head_key01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10107,#CSO2_ITEM_NAME_head_key18,#CSO2_ITEM_DESC_head_key18,head_key18,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
